task,model,case_id,n_runs,modal_decision,dar,tar,tar_multiset,tar_set,gap,gap_multiset,gap_set,tool_run_rate
compliance,claude-opus-4-20250514,TXN-2025-022,3,dismiss,1.0,0.6666666666666666,1.0,1.0,0.33333333333333337,0.0,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-023,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-024,3,investigate,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-025,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-026,3,dismiss,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-027,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-028,3,dismiss,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-029,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-030,3,dismiss,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-031,3,escalate,0.6666666666666666,1.0,1.0,1.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.0
compliance,claude-opus-4-20250514,TXN-2025-032,3,dismiss,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,-0.33333333333333337,1.0
compliance,claude-opus-4-20250514,TXN-2025-033,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-034,3,dismiss,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-035,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-036,3,dismiss,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666667,0.33333333333333337,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-037,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-038,3,dismiss,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-039,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-040,3,dismiss,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-041,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-042,3,dismiss,0.6666666666666666,1.0,1.0,1.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.0
compliance,claude-opus-4-20250514,TXN-2025-043,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-044,3,dismiss,0.3333333333333333,1.0,1.0,1.0,-0.6666666666666667,-0.6666666666666667,-0.6666666666666667,1.0
compliance,claude-opus-4-20250514,TXN-2025-045,3,escalate,1.0,0.6666666666666666,1.0,1.0,0.33333333333333337,0.0,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-046,3,dismiss,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-047,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-048,3,dismiss,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666667,0.33333333333333337,0.0,1.0
compliance,claude-opus-4-20250514,TXN-2025-049,3,escalate,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,-0.33333333333333337,1.0
compliance,claude-opus-4-20250514,TXN-2025-050,3,dismiss,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-001,3,dismiss,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,-0.33333333333333337,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-002,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-003,3,dismiss,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,-0.33333333333333337,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-004,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-005,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-006,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-007,3,investigate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-008,3,escalate,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,-0.33333333333333337,-0.33333333333333337,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-009,3,investigate,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666667,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-010,3,escalate,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,-0.33333333333333337,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-011,3,investigate,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,-0.33333333333333337,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-012,3,investigate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-013,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-014,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-015,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-016,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-017,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-018,3,investigate,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666667,0.6666666666666667,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-019,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-020,3,investigate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-021,3,escalate,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,-0.33333333333333337,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-022,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-023,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-024,3,investigate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-025,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-026,3,investigate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-027,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-028,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-029,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-030,3,investigate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-031,3,escalate,0.6666666666666666,1.0,1.0,1.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-032,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-033,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-034,3,investigate,0.6666666666666666,1.0,1.0,1.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-035,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-036,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-037,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-038,3,investigate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-039,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-040,3,investigate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-041,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-042,3,investigate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-043,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-044,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-045,3,escalate,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,-0.33333333333333337,-0.33333333333333337,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-046,3,investigate,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666667,0.6666666666666667,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-047,3,escalate,1.0,0.6666666666666666,1.0,1.0,0.33333333333333337,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-048,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-049,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,claude-sonnet-4-20250514,TXN-2025-050,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-001,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-002,3,escalate,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.0
compliance,gemini-2.0-flash,TXN-2025-003,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-004,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-005,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-006,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-007,3,investigate,0.6666666666666666,1.0,1.0,1.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.0
compliance,gemini-2.0-flash,TXN-2025-008,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-009,3,dismiss,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-010,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-011,3,investigate,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,-0.33333333333333337,-0.33333333333333337,1.0
compliance,gemini-2.0-flash,TXN-2025-012,3,dismiss,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-013,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-014,3,dismiss,0.6666666666666666,1.0,1.0,1.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.0
compliance,gemini-2.0-flash,TXN-2025-015,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-016,3,dismiss,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-017,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-018,3,dismiss,0.6666666666666666,1.0,1.0,1.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.0
compliance,gemini-2.0-flash,TXN-2025-019,3,escalate,0.6666666666666666,1.0,1.0,1.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.0
compliance,gemini-2.0-flash,TXN-2025-020,3,dismiss,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-021,3,investigate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-022,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-023,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-024,3,dismiss,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-025,3,escalate,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,-0.33333333333333337,1.0
compliance,gemini-2.0-flash,TXN-2025-026,3,investigate,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-027,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-028,3,dismiss,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-029,3,escalate,0.6666666666666666,1.0,1.0,1.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.0
compliance,gemini-2.0-flash,TXN-2025-030,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-031,3,investigate,0.6666666666666666,1.0,1.0,1.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.0
compliance,gemini-2.0-flash,TXN-2025-032,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-033,3,escalate,1.0,0.6666666666666666,1.0,1.0,0.33333333333333337,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-034,3,dismiss,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-035,3,escalate,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-036,3,investigate,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,-0.33333333333333337,1.0
compliance,gemini-2.0-flash,TXN-2025-037,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-038,3,investigate,0.6666666666666666,1.0,1.0,1.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.0
compliance,gemini-2.0-flash,TXN-2025-039,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-040,3,dismiss,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-041,3,escalate,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,-0.33333333333333337,1.0
compliance,gemini-2.0-flash,TXN-2025-042,3,dismiss,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-043,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-044,3,dismiss,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-045,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-046,3,investigate,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-047,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-048,3,investigate,1.0,0.6666666666666666,1.0,1.0,0.33333333333333337,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-049,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.0-flash,TXN-2025-050,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-001,3,dismiss,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-002,3,escalate,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666667,0.6666666666666667,0.33333333333333337,1.0
compliance,gemini-2.5-pro,TXN-2025-003,3,dismiss,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-004,3,escalate,1.0,0.6666666666666666,1.0,1.0,0.33333333333333337,0.0,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-005,3,investigate,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666
compliance,gemini-2.5-pro,TXN-2025-006,3,escalate,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.0
compliance,gemini-2.5-pro,TXN-2025-007,3,investigate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-008,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-009,3,investigate,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-010,3,escalate,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-011,3,escalate,0.6666666666666666,1.0,1.0,1.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.0
compliance,gemini-2.5-pro,TXN-2025-012,3,investigate,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,-0.33333333333333337,1.0
compliance,gemini-2.5-pro,TXN-2025-013,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-014,3,investigate,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.0
compliance,gemini-2.5-pro,TXN-2025-015,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-016,3,escalate,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666
compliance,gemini-2.5-pro,TXN-2025-017,3,investigate,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
compliance,gemini-2.5-pro,TXN-2025-018,3,investigate,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,-0.33333333333333337,-0.33333333333333337,1.0
compliance,gemini-2.5-pro,TXN-2025-019,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-020,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-021,3,escalate,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.33333333333333337,0.33333333333333337,1.0
compliance,gemini-2.5-pro,TXN-2025-022,3,investigate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-023,3,escalate,1.0,0.6666666666666666,1.0,1.0,0.33333333333333337,0.0,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-024,3,dismiss,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666
compliance,gemini-2.5-pro,TXN-2025-025,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-026,3,investigate,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-027,3,escalate,1.0,0.6666666666666666,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-028,3,investigate,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.3333333333333333
compliance,gemini-2.5-pro,TXN-2025-029,3,escalate,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-030,3,dismiss,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0
compliance,gemini-2.5-pro,TXN-2025-031,3,escalate,0.6666666666666666,1.0,1.0,1.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.0
compliance,gemini-2.5-pro,TXN-2025-032,3,escalate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
